product_id,product_name,date,sales_volume
2,Carrots,2025-12-09,56.0
2,Carrots,2025-12-29,50.0
6,Broccoli,2025-12-09,29.0
1,Potatoes,2025-12-31,85.0
3,Spinach,2025-10-29,42.0
1,Potatoes,2025-12-20,131.0
2,Carrots,2025-10-22,59.0
4,Tomatoes,2026-01-12,-15.0
5,Lettuce,2025-10-20,75.0
2,Carrots,2025-12-16,59.0
2,Carrots,2025-10-21,93.0
6,Broccoli,2025-10-31,23.0
1,Potatoes,2025-10-20,81.0
6,Broccoli,2026-01-10,48.0
2,Carrots,2025-11-13,83.0
3,Spinach,2025-12-25,78.0
2,Carrots,2025-11-14,108.0
1,Potatoes,2025-11-17,95.0
6,Broccoli,2025-12-24,74.0
6,Broccoli,2025-11-30,53.0
1,Potatoes,2025-11-04,100.0
1,Potatoes,2025-11-18,129.0
4,Tomatoes,2025-12-18,120.0
4,Tomatoes,2025-11-01,94.0
5,Lettuce,2025-12-19,61.0
3,Spinach,2025-12-05,47.0
6,Broccoli,2025-11-29,95.0
4,Tomatoes,2025-12-09,85.0
2,Carrots,2026-01-03,100.0
2,Carrots,2025-12-26,60.0
1,Potatoes,2026-01-08,115.0
1,Potatoes,2025-11-15,123.0
2,Carrots,2025-12-14,
3,Spinach,2025-12-08,72.0
1,Potatoes,2025-11-13,116.0
6,Broccoli,2025-11-20,26.0
6,Broccoli,2025-12-10,67.0
3,Spinach,2025-12-10,80.0
1,Potatoes,2025-11-10,70.0
2,Carrots,2025-10-31,50.0
1,Potatoes,2025-12-15,118.0
4,Tomatoes,2025-12-10,107.0
1,Potatoes,2025-11-05,82.0
5,Lettuce,2025-11-30,69.0
2,Carrots,2025-12-24,69.0
6,Broccoli,2025-12-22,27.0
1,Potatoes,2025-11-27,111.0
4,Tomatoes,2025-11-15,142.0
4,Tomatoes,2026-01-09,92.0
5,Lettuce,2025-11-11,41.0
6,Broccoli,2025-12-11,62.0
5,Lettuce,2025-11-16,118.0
6,Broccoli,2025-10-16,
4,Tomatoes,2026-01-05,96.0
2,Carrots,2025-11-30,93.0
4,Tomatoes,2025-11-09,102.0
6,Broccoli,2025-10-27,56.0
1,Potatoes,2025-12-09,82.0
2,Carrots,2025-10-25,112.0
3,Spinach,2026-01-04,100.0
6,Broccoli,2025-12-13,86.0
5,Lettuce,2025-10-25,89.0
5,Lettuce,2025-11-09,88.0
1,Potatoes,2025-11-20,130.0
4,Tomatoes,2025-12-06,101.0
6,Broccoli,2026-01-08,72.0
5,Lettuce,2026-01-10,66.0
4,Tomatoes,2025-10-24,85.0
5,Lettuce,2025-11-29,103.0
4,Tomatoes,2025-10-17,81.0
5,Lettuce,2025-12-27,102.0
2,Carrots,2025-11-28,74.0
6,Broccoli,2025-12-18,40.0
1,Potatoes,2026-01-01,85.0
4,Tomatoes,2025-12-05,88.0
1,Potatoes,2025-12-07,136.0
5,Lettuce,2025-12-30,75.0
2,Carrots,2025-11-12,55.0
3,Spinach,2025-11-11,88.0
6,Broccoli,2025-11-16,77.0
6,Broccoli,2025-12-17,58.0
1,Potatoes,2025-12-23,93.0
4,Tomatoes,2025-11-21,60.0
3,Spinach,2025-12-27,86.0
3,Spinach,2025-12-27,86.0
6,Broccoli,2026-01-01,38.0
3,Spinach,2026-01-05,45.0
2,Carrots,2025-10-19,103.0
1,Potatoes,2025-10-31,74.0
5,Lettuce,2025-12-05,71.0
5,Lettuce,2026-01-02,91.0
3,Spinach,2025-12-15,80.0
4,Tomatoes,2025-12-27,111.0
5,Lettuce,2025-10-17,59.0
3,Spinach,2025-10-22,90.0
6,Broccoli,2025-11-09,58.0
4,Tomatoes,2025-12-02,
4,Tomatoes,2025-11-06,104.0
6,Broccoli,2025-12-30,33.0
3,Spinach,2025-11-17,35.0
3,Spinach,2025-10-21,62.0
5,Lettuce,2025-11-20,54.0
5,Lettuce,2025-10-27,70.0
3,Spinach,2026-01-03,68.0
5,Lettuce,2025-10-16,45.0
2,Carrots,2025-11-17,77.0
3,Spinach,2025-10-28,41.0
4,Tomatoes,2025-11-25,80.0
5,Lettuce,2025-12-06,66.0
4,Tomatoes,2025-10-22,115.0
2,Carrots,2025-12-23,94.0
3,Spinach,2025-10-26,100.0
5,Lettuce,2025-11-17,64.0
2,Carrots,2025-10-27,110.0
1,Potatoes,2026-01-03,102.0
1,Potatoes,2026-01-12,112.0
6,Broccoli,2025-12-27,65.0
5,Lettuce,2025-11-12,50.0
5,Lettuce,2025-12-08,84.0
4,Tomatoes,2025-10-31,98.0
4,Tomatoes,2025-11-08,139.0
3,Spinach,2025-12-23,61.0
1,Potatoes,2025-12-18,102.0
2,Carrots,2025-10-17,66.0
4,Tomatoes,2025-12-03,80.0
2,Carrots,2025-11-10,87.0
4,Tomatoes,2025-11-18,86.0
5,Lettuce,2025-12-24,87.0
1,Potatoes,2025-12-21,140.0
4,Tomatoes,2025-11-29,142.0
6,Broccoli,2025-12-07,73.0
3,Spinach,2025-12-31,73.0
3,Spinach,2025-12-14,81.0
3,Spinach,2025-11-18,48.0
2,Carrots,2025-10-23,66.0
1,Potatoes,2025-12-27,124.0
1,Potatoes,2025-12-25,73.0
3,Spinach,2025-10-17,38.0
4,Tomatoes,2025-12-08,91.0
3,Spinach,2025-11-10,70.0
3,Spinach,2025-11-24,51.0
6,Broccoli,2025-11-08,84.0
4,Tomatoes,2025-11-13,103.0
6,Broccoli,2025-12-16,22.0
5,Lettuce,2026-01-08,45.0
6,Broccoli,2025-11-18,57.0
5,Lettuce,2025-12-10,95.0
5,Lettuce,2025-11-22,
2,Carrots,2025-11-11,107.0
5,Lettuce,2025-10-15,90.0
2,Carrots,2025-12-10,90.0
4,Tomatoes,2025-11-07,108.0
4,Tomatoes,2025-11-22,127.0
3,Spinach,2025-12-30,53.0
1,Potatoes,2025-10-28,105.0
5,Lettuce,2025-11-27,82.0
4,Tomatoes,2026-01-03,120.0
1,Potatoes,2026-01-11,144.0
4,Tomatoes,2025-11-03,93.0
2,Carrots,2025-11-19,103.0
5,Lettuce,2025-12-26,64.0
1,Potatoes,2025-10-25,129.0
5,Lettuce,2025-10-19,104.0
5,Lettuce,2025-12-02,74.0
1,Potatoes,2025-11-08,112.0
5,Lettuce,2025-11-26,97.0
3,Spinach,2025-12-02,36.0
5,Lettuce,2025-11-13,99.0
5,Lettuce,2025-10-29,74.0
2,Carrots,2025-12-03,98.0
2,Carrots,2025-12-11,86.0
6,Broccoli,2025-12-29,73.0
6,Broccoli,2026-01-06,41.0
6,Broccoli,2025-12-15,64.0
3,Spinach,2025-12-16,30.0
5,Lettuce,2025-12-16,78.0
3,Spinach,2025-10-30,33.0
6,Broccoli,2025-11-14,28.0
3,Spinach,2025-11-10,70.0
2,Carrots,2025-11-02,123.0
2,Carrots,2025-12-31,54.0
6,Broccoli,2026-01-07,29.0
1,Potatoes,2025-12-04,77.0
3,Spinach,2025-10-25,84.0
4,Tomatoes,2025-12-31,105.0
2,Carrots,2025-10-24,65.0
1,Potatoes,2025-11-21,95.0
3,Spinach,2025-12-09,67.0
5,Lettuce,2025-10-28,82.0
6,Broccoli,2025-11-07,40.0
1,Potatoes,2025-10-27,94.0
6,Broccoli,2025-11-26,40.0
5,Lettuce,2025-12-13,97.0
5,Lettuce,2025-11-15,81.0
2,Carrots,2025-12-25,50.0
2,Carrots,2025-11-23,93.0
2,Carrots,2025-12-30,56.0
1,Potatoes,2025-11-24,94.0
2,Carrots,2025-11-15,86.0
4,Tomatoes,2025-12-29,98.0
5,Lettuce,2025-12-22,85.0
5,Lettuce,2025-12-15,99.0
6,Broccoli,2025-10-21,56.0
4,Tomatoes,2025-12-19,119.0
4,Tomatoes,2026-01-01,69.0
5,Lettuce,2026-01-11,82.0
1,Potatoes,2026-01-05,122.0
1,Potatoes,2025-12-24,114.0
4,Tomatoes,2026-01-11,95.0
2,Carrots,2025-11-06,108.0
4,Tomatoes,2025-10-27,116.0
1,Potatoes,2025-12-10,118.0
3,Spinach,2025-11-22,65.0
4,Tomatoes,2025-12-04,103.0
2,Carrots,2025-11-04,91.0
5,Lettuce,2025-11-25,100.0
1,Potatoes,2025-10-24,89.0
1,Potatoes,2025-12-20,131.0
5,Lettuce,2025-11-18,89.0
6,Broccoli,2025-12-14,87.0
4,Tomatoes,2025-11-05,120.0
6,Broccoli,2025-12-21,79.0
6,Broccoli,2025-12-19,39.0
6,Broccoli,2025-12-03,51.0
2,Carrots,2025-11-24,82.0
5,Lettuce,2026-01-05,56.0
3,Spinach,2025-10-27,43.0
5,Lettuce,2025-11-08,67.0
4,Tomatoes,2025-11-30,89.0
2,Carrots,2025-11-09,119.0
2,Carrots,2026-01-08,96.0
5,Lettuce,2025-11-02,71.0
4,Tomatoes,2025-10-16,115.0
1,Potatoes,2025-10-22,94.0
4,Tomatoes,2025-12-28,105.0
1,Potatoes,2025-12-14,158.0
1,Potatoes,2025-12-08,80.0
2,Carrots,2025-11-26,92.0
4,Tomatoes,2025-12-26,106.0
5,Lettuce,2025-10-26,68.0
4,Tomatoes,2026-01-06,110.0
6,Broccoli,2025-10-23,28.0
5,Lettuce,2025-11-06,84.0
6,Broccoli,2025-12-12,74.0
4,Tomatoes,2025-12-11,99.0
5,Lettuce,2025-12-18,81.0
6,Broccoli,2025-12-23,37.0
2,Carrots,2025-12-13,125.0
5,Lettuce,2025-12-31,94.0
4,Tomatoes,2025-12-22,114.0
4,Tomatoes,2025-11-26,61.0
5,Lettuce,2026-01-07,58.0
1,Potatoes,2025-12-05,94.0
6,Broccoli,2025-11-25,-15.0
6,Broccoli,2025-12-05,49.0
2,Carrots,2025-12-20,133.0
1,Potatoes,2025-12-28,159.0
5,Lettuce,2025-11-23,103.0
3,Spinach,2025-12-22,89.0
6,Broccoli,2026-01-11,89.0
1,Potatoes,2025-12-17,92.0
1,Potatoes,2025-11-29,104.0
3,Spinach,2025-12-07,48.0
4,Tomatoes,2025-10-15,82.0
3,Spinach,2025-11-02,99.0
4,Tomatoes,2025-12-01,111.0
4,Tomatoes,2025-11-14,102.0
5,Lettuce,2025-12-25,
6,Broccoli,2025-11-04,
3,Spinach,2025-11-09,76.0
4,Tomatoes,2025-10-23,104.0
2,Carrots,2025-10-16,59.0
3,Spinach,2025-12-28,75.0
4,Tomatoes,2025-12-21,129.0
1,Potatoes,2025-10-29,108.0
4,Tomatoes,2025-12-15,87.0
4,Tomatoes,2025-10-30,61.0
4,Tomatoes,2025-11-02,142.0
3,Spinach,2025-12-19,63.0
4,Tomatoes,2025-11-20,72.0
1,Potatoes,2025-12-02,72.0
1,Potatoes,2025-12-16,116.0
2,Carrots,2026-01-09,77.0
1,Potatoes,2025-12-12,86.0
4,Tomatoes,2025-12-17,119.0
1,Potatoes,2025-10-30,100.0
6,Broccoli,2025-11-03,32.0
3,Spinach,2026-01-10,72.0
2,Carrots,2025-11-18,60.0
6,Broccoli,2025-12-04,63.0
3,Spinach,2025-12-17,54.0
3,Spinach,2026-01-06,90.0
1,Potatoes,2025-11-26,89.0
3,Spinach,2025-11-27,45.0
3,Spinach,2025-11-12,69.0
2,Carrots,2026-01-01,99.0
6,Broccoli,2026-01-12,66.0
4,Tomatoes,2025-11-16,117.0
3,Spinach,2025-12-24,60.0
2,Carrots,2025-12-04,106.0
2,Carrots,2025-12-21,121.0
2,Carrots,2025-12-15,102.0
6,Broccoli,2025-11-28,72.0
1,Potatoes,2025-11-16,131.0
4,Tomatoes,2026-01-04,143.0
2,Carrots,2025-12-06,120.0
1,Potatoes,2026-01-06,93.0
5,Lettuce,2025-10-22,69.0
6,Broccoli,2025-11-22,35.0
6,Broccoli,2025-11-27,29.0
3,Spinach,2025-11-28,60.0
3,Spinach,2025-11-04,42.0
1,Potatoes,2025-12-11,97.0
6,Broccoli,2025-10-25,13444.0
6,Broccoli,2026-01-02,65.0
3,Spinach,2026-01-08,72.0
1,Potatoes,2025-12-19,115.0
3,Spinach,2025-12-18,68.0
1,Potatoes,2025-11-11,125.0
5,Lettuce,2026-01-04,75.0
6,Broccoli,2025-10-19,95.0
5,Lettuce,2025-10-23,50.0
3,Spinach,2025-11-14,85.0
1,Potatoes,2026-01-10,101.0
4,Tomatoes,2025-10-19,93.0
4,Tomatoes,2025-11-27,100.0
1,Potatoes,2025-11-22,147.0
4,Tomatoes,2025-12-16,120.0
2,Carrots,2025-10-30,60.0
2,Carrots,2025-10-26,111.0
5,Lettuce,2025-12-03,80.0
3,Spinach,2025-12-29,51.0
4,Tomatoes,2025-11-17,92.0
1,Potatoes,2025-12-30,117.0
4,Tomatoes,2025-12-12,110.0
1,Potatoes,2025-12-29,97.0
6,Broccoli,2025-11-10,71.0
1,Potatoes,2025-12-26,111.0
5,Lettuce,2025-11-04,100.0
3,Spinach,2025-11-08,74.0
6,Broccoli,2025-11-19,34.0
4,Tomatoes,2025-12-07,125.0
4,Tomatoes,2025-12-23,104.0
6,Broccoli,2025-11-12,79.0
3,Spinach,2025-11-16,58.0
4,Tomatoes,2025-12-30,72.0
3,Spinach,2025-12-13,61.0
1,Potatoes,2025-12-01,126.0
5,Lettuce,2025-12-21,119.0
2,Carrots,2025-10-18,112.0
4,Tomatoes,2026-01-02,115.0
4,Tomatoes,2026-01-10,89.0
5,Lettuce,2025-12-17,44.0
2,Carrots,2026-01-04,107.0
2,Carrots,2025-12-18,97.0
1,Potatoes,2025-10-18,135.0
6,Broccoli,2025-12-06,44.0
5,Lettuce,2025-12-29,90.0
3,Spinach,2025-11-06,87.0
2,Carrots,2025-11-03,55.0
2,Carrots,2026-01-07,68.0
1,Potatoes,2025-12-06,159.0
4,Tomatoes,2025-11-04,77.0
4,Tomatoes,2025-10-20,
2,Carrots,2025-12-02,76.0
6,Broccoli,2025-11-13,70.0
2,Carrots,2025-12-28,105.0
6,Broccoli,2025-10-24,74.0
5,Lettuce,2025-11-28,47.0
4,Tomatoes,2026-01-02,115.0
3,Spinach,2025-10-24,58.0
1,Potatoes,2025-10-23,99.0
2,Carrots,2025-12-05,109.0
5,Lettuce,2025-11-24,70.0
3,Spinach,2025-12-01,78.0
6,Broccoli,2025-10-29,20.0
4,Tomatoes,2025-12-25,66.0
3,Spinach,2025-12-09,67.0
6,Broccoli,2025-10-15,
1,Potatoes,2025-10-17,79.0
3,Spinach,2025-11-26,67.0
2,Carrots,2025-11-29,111.0
3,Spinach,2025-11-23,52.0
3,Spinach,2025-11-03,78.0
1,Potatoes,2025-11-02,108.0
6,Broccoli,2025-12-26,56.0
5,Lettuce,2026-01-09,47.0
4,Tomatoes,2025-10-25,133.0
5,Lettuce,2025-12-07,111.0
3,Spinach,2025-11-13,36.0
2,Carrots,2025-11-21,66.0
3,Spinach,2025-10-20,41.0
2,Carrots,2025-10-28,92.0
1,Potatoes,2025-11-14,116.0
4,Tomatoes,2025-11-23,147.0
5,Lettuce,2025-12-11,-15.0
6,Broccoli,2025-12-31,51.0
3,Spinach,2025-12-12,36.0
1,Potatoes,2025-11-03,115.0
4,Tomatoes,2025-10-18,138.0
4,Tomatoes,2025-10-29,68.0
3,Spinach,2025-12-26,51.0
4,Tomatoes,2025-12-14,109.0
5,Lettuce,2026-01-12,87.0
6,Broccoli,2025-10-28,67.0
5,Lettuce,2025-11-19,57.0
3,Spinach,2026-01-12,33.0
2,Carrots,2025-12-01,-15.0
5,Lettuce,2025-11-05,82.0
2,Carrots,2025-11-25,84.0
5,Lettuce,2026-01-01,67.0
4,Tomatoes,2025-12-13,92.0
2,Carrots,2025-10-29,103.0
5,Lettuce,2025-12-14,110.0
2,Carrots,2025-12-19,63.0
5,Lettuce,2025-11-01,74.0
2,Carrots,2025-10-20,110.0
3,Spinach,2025-12-03,30.0
2,Carrots,2025-11-05,95.0
4,Tomatoes,2025-11-10,13444.0
6,Broccoli,2025-10-20,27.0
6,Broccoli,2025-11-15,68.0
5,Lettuce,2025-12-09,61.0
1,Potatoes,2026-01-07,110.0
5,Lettuce,2025-12-12,99.0
2,Carrots,2025-12-07,129.0
6,Broccoli,2025-12-28,13444.0
1,Potatoes,2025-11-30,126.0
1,Potatoes,2025-11-06,79.0
