product_id,product_name,date,stock_level
4,Tomatoes,2025-11-19,132
4,Tomatoes,2025-11-20,90
4,Tomatoes,2025-11-21,127
4,Tomatoes,2025-11-22,181
4,Tomatoes,2025-11-24,202
4,Tomatoes,2025-11-25,83
4,Tomatoes,2025-11-26,61
4,Tomatoes,2025-11-27,115
4,Tomatoes,2025-11-28,251
4,Tomatoes,2025-11-29,124
4,Tomatoes,2025-12-03,79
4,Tomatoes,2025-12-04,190
4,Tomatoes,2025-12-06,163
4,Tomatoes,2025-12-07,199
4,Tomatoes,2025-12-11,286
4,Tomatoes,2025-12-14,156
4,Tomatoes,2025-12-15,175
4,Tomatoes,2025-12-16,177
4,Tomatoes,2025-12-17,158
4,Tomatoes,2025-12-18,219
4,Tomatoes,2025-12-19,105
4,Tomatoes,2025-12-20,137
4,Tomatoes,2025-12-22,223
4,Tomatoes,2025-12-24,216
4,Tomatoes,2025-12-25,158
4,Tomatoes,2025-12-26,112
4,Tomatoes,2025-12-27,218
4,Tomatoes,2025-12-30,213
4,Tomatoes,2025-12-31,233
4,Tomatoes,2026-01-01,137
4,Tomatoes,2026-01-02,153
4,Tomatoes,2026-01-05,134
5,Lettuce,2025-10-08,161
5,Lettuce,2025-10-11,266
5,Lettuce,2025-10-12,54
5,Lettuce,2025-10-13,299
5,Lettuce,2025-10-14,74
5,Lettuce,2025-10-15,168
5,Lettuce,2025-10-16,184
5,Lettuce,2025-10-17,99
5,Lettuce,2025-10-18,211
5,Lettuce,2025-10-19,292
5,Lettuce,2025-10-21,278
5,Lettuce,2025-10-22,145
5,Lettuce,2025-10-23,195
5,Lettuce,2025-10-24,155
5,Lettuce,2025-10-25,234
5,Lettuce,2025-10-26,194
5,Lettuce,2025-10-27,116
5,Lettuce,2025-10-28,269
5,Lettuce,2025-10-29,161
5,Lettuce,2025-10-30,54
5,Lettuce,2025-10-31,218
5,Lettuce,2025-11-01,192
5,Lettuce,2025-11-02,102
5,Lettuce,2025-11-03,184
5,Lettuce,2025-11-04,210
5,Lettuce,2025-11-05,122
5,Lettuce,2025-11-06,204
5,Lettuce,2025-11-07,203
5,Lettuce,2025-11-08,177
5,Lettuce,2025-11-09,66
5,Lettuce,2025-11-10,177
5,Lettuce,2025-11-11,197
5,Lettuce,2025-11-12,150
5,Lettuce,2025-11-13,140
5,Lettuce,2025-11-14,83
5,Lettuce,2025-11-15,105
5,Lettuce,2025-11-18,124
5,Lettuce,2025-11-19,141
5,Lettuce,2025-11-20,172
5,Lettuce,2025-11-21,144
5,Lettuce,2025-11-22,134
5,Lettuce,2025-11-23,215
5,Lettuce,2025-11-24,202
5,Lettuce,2025-11-25,146
5,Lettuce,2025-11-26,172
5,Lettuce,2025-11-27,133
5,Lettuce,2025-11-29,170
5,Lettuce,2025-11-30,187
5,Lettuce,2025-12-01,96
5,Lettuce,2025-12-02,156
5,Lettuce,2025-12-03,148
5,Lettuce,2025-12-06,175
5,Lettuce,2025-12-07,155
5,Lettuce,2025-12-08,128
5,Lettuce,2025-12-09,156
5,Lettuce,2025-12-11,244
5,Lettuce,2025-12-13,224
5,Lettuce,2025-12-14,257
5,Lettuce,2025-12-16,182
5,Lettuce,2025-12-17,230
5,Lettuce,2025-12-18,169
5,Lettuce,2025-12-19,156
5,Lettuce,2025-12-20,102
5,Lettuce,2025-12-21,165
5,Lettuce,2025-12-22,160
5,Lettuce,2025-12-23,192
5,Lettuce,2025-12-24,253
5,Lettuce,2025-12-26,204
5,Lettuce,2025-12-27,191
5,Lettuce,2025-12-28,132
5,Lettuce,2025-12-29,178
5,Lettuce,2025-12-31,186
5,Lettuce,2026-01-01,141
5,Lettuce,2026-01-02,123
5,Lettuce,2026-01-03,165
5,Lettuce,2026-01-04,141
5,Lettuce,2026-01-05,258
5,Lettuce,2026-01-06,119
6,Broccoli,2025-10-08,173
6,Broccoli,2025-10-10,280
6,Broccoli,2025-10-11,232
6,Broccoli,2025-10-13,181
6,Broccoli,2025-10-14,130
6,Broccoli,2025-10-15,107
6,Broccoli,2025-10-16,172
6,Broccoli,2025-10-17,131
6,Broccoli,2025-10-18,133
6,Broccoli,2025-10-19,51
6,Broccoli,2025-10-20,113
6,Broccoli,2025-10-21,104
6,Broccoli,2025-10-22,154
6,Broccoli,2025-10-23,192
6,Broccoli,2025-10-24,184
6,Broccoli,2025-10-25,186
6,Broccoli,2025-10-26,256
6,Broccoli,2025-10-27,137
6,Broccoli,2025-10-28,215
6,Broccoli,2025-10-29,300
6,Broccoli,2025-10-30,86
6,Broccoli,2025-11-01,114
6,Broccoli,2025-11-02,160
6,Broccoli,2025-11-03,194
6,Broccoli,2025-11-06,234
6,Broccoli,2025-11-07,104
6,Broccoli,2025-11-08,130
6,Broccoli,2025-11-10,158
6,Broccoli,2025-11-14,164
6,Broccoli,2025-11-15,124
6,Broccoli,2025-11-16,122
6,Broccoli,2025-11-17,200
6,Broccoli,2025-11-19,213
6,Broccoli,2025-11-20,223
6,Broccoli,2025-11-21,209
6,Broccoli,2025-11-22,118
6,Broccoli,2025-11-23,109
6,Broccoli,2025-11-24,271
6,Broccoli,2025-11-25,133
6,Broccoli,2025-11-26,133
6,Broccoli,2025-11-27,223
6,Broccoli,2025-11-28,145
6,Broccoli,2025-11-29,195
6,Broccoli,2025-11-30,208
6,Broccoli,2025-12-01,133
6,Broccoli,2025-12-02,237
6,Broccoli,2025-12-03,242
6,Broccoli,2025-12-05,144
6,Broccoli,2025-12-06,266
6,Broccoli,2025-12-07,131
6,Broccoli,2025-12-08,163
6,Broccoli,2025-12-09,129
6,Broccoli,2025-12-10,108
6,Broccoli,2025-12-13,226
6,Broccoli,2025-12-14,139
6,Broccoli,2025-12-15,174
6,Broccoli,2025-12-16,132
6,Broccoli,2025-12-17,232
6,Broccoli,2025-12-18,131
6,Broccoli,2025-12-19,272
6,Broccoli,2025-12-20,299
6,Broccoli,2025-12-22,172
6,Broccoli,2025-12-23,96
6,Broccoli,2025-12-24,228
6,Broccoli,2025-12-25,152
6,Broccoli,2025-12-26,168
6,Broccoli,2025-12-27,210
6,Broccoli,2025-12-28,117
6,Broccoli,2025-12-30,161
6,Broccoli,2025-12-31,192
6,Broccoli,2026-01-01,168
6,Broccoli,2026-01-02,217
6,Broccoli,2026-01-03,137
6,Broccoli,2026-01-04,93
6,Broccoli,2026-01-05,172
6,Broccoli,2026-01-06,189
